ID_voie,Num_voie,Nom_voie,Code_voie
1,,A BERMOTTE,8
2,,ALFRED ANATOLE THEVENET,1
3,,ARTS ET VIE,58
4,,ASTORIA,18
5,,AUX CERFS,10
6,,BIOCHAUD,1
7,,CARRE BODICCIONE,18
8,,CELESTIN ANDUZE,5
9,,CHARLARY,8
10,,D AMONT,64
11,,DE BISSERIE,10
12,,DE DOMEVRE,0
13,,DE FALGARDE,1
14,,DE FROUARD,0
15,,DE L ESPLANADE,0
16,,DE L ESQUIF,10
17,,DE LA BASTIDE,12
18,,DE LA BAUVE,0
19,,DE LA DORDOGNE,1
20,,DE LA LIBERATION,12
21,,DE LA MALRUE,5
22,,DE LA MARINE,24
23,,DE LA NASSE,3
24,,DE LA PECHERIE,24
25,,DE LA SONE,0
26,,DERRIERE LE MOULIN,8
27,,DERRIERE LES TOURNELLES,8
28,,DES AIRES,12
29,,DES ARCADES,2
30,,DES BALEINIERS,1
31,,DES BATELEURS,0
32,,DES CHAMPS DU FOURNEAU,50
33,,DES ECUREUILS,0
34,,DES ETOILES,2
35,,DES GENEVRIERS,10
36,,DES HAUTES FLEURANCES,5
37,,DES JACINTHES,2
38,,DES MULETS,61
39,,DES PEUPLIERS,10
40,,DES VERRIERS,2
41,,DOCTEUR TREMOLIERES,1
42,,DU CANIGOU,2
43,,DU CIMETIERE,0
44,,DU GRAND TERMANAL,1
45,,DU MARECHAL JUIN,0
46,,DU PETIT CASINO,10
47,,DU POMMIER,18
48,,DU PORT JAQUET,0
49,,DU TRONQUET,0
50,,DU VIEUX VILLAGE CARNON,0
51,,EFFRICO,8
52,,FORCOLI,8
53,,FREDERIC MISTRAL,1
54,,GASTON MONNERVILLE,36
55,,L EDELWEISS,18
56,,L OLIVINE,8
57,,L OURS BLANC,18
58,,LA BERANGERE,18
59,,LA CREUSE NORD,8
60,,LA FOSSE SALMON,8
61,,LA HAIE GRISELLE,8
62,,LA PASSIFLORE,8
63,,LA PORTE D ANDIN,8
64,,LA ROCHAILLE,18
65,,LA SAPINIERE,18
66,,LA TOVIERE,18
67,,LA VILLE,8
68,,LAGASSE,8
69,,LAMARTINE,0
70,,LE BOSQUET AUX ECUREUILS I,40
71,,LE BOURG,8
72,,LE CEZANNE,18
73,,LE CHRISTIANA,18
74,,LE CLOS DE LA FONTAINE,18
75,,LE CLOS DES PINS,18
76,,LE LAUZAS,8
77,,LE MONOIKOS,18
78,,LE PONANT,18
79,,LE TRANIER,8
80,,LE VENIZIO,18
81,,LE VILLAGE,8
82,,LES ARGONAUTES,18
83,,LES AUZIS-SUD,8
84,,LES BOSQUETS II,18
85,,LES CHARMILLES,18
86,,LES COLLINES DU RICANTO,18
87,,LES ESTUDOMS,18
88,,LES FEUILLATES,8
89,,LES HOUCHES,8
90,,LES JARDINS CONVIVIALES,18
91,,LES JARDINS DE LA BALE,18
92,,LES MARMOTTES,18
93,,LES MARMOTTES BLEUES,18
94,,LES MELEZES,18
95,,LES PARQUETS,8
96,,LES SAVELS,8
97,,LES VILLAGEOISES,7
98,,LOUSTEAUNEUF,8
99,,MARGUERITE DUBOIS,0
100,,PARMENTIER,0
101,,PIERRE CURIE,0
102,,PORT VAUBAN,18
103,,PRA CHAUVET,18
104,,QRT PORETTA,8
105,,REDONDON,8
106,,RES DU ROI ALARIC,0
107,,RUE GEORGES DU MESNIL,8
108,,SCHEMMERHOFEN,12
109,,VALDAMPIERRE,8
110,,VALLE DI VIGNOLA,8
111,1,16E ET 22E DRAGONS,0
112,1,A 12,39
113,1,ABBE PIERRE,12
114,1,ABBE PIERRE ARNAUD,0
115,1,ADAM,0
116,1,ADOLPHE ALPHAND,0
117,1,ADRIENNE SIMON,45
118,1,AFFRE,0
119,1,AIME CESAIRE,0
120,1,ALAIN RAILLARD,0
121,1,ALARY,0
122,1,ALBERT CAMUS,2
123,1,ALBERT DHALENNE,0
124,1,ALBERT EINSTEIN,15
125,1,ALEXANDRE BECAMEL,0
126,1,ALEXANDRE DE FRAISSINETTE,15
127,1,ALEXANDRE DUMAS,0
128,1,ALEXANDRE MILLERAND,15
129,1,ALFRED DE MUSSET,2
130,1,ALFRED DUTHIL,0
131,1,ALFRED KASTLER,0
132,1,ALPHONSE HELBRONNER,0
133,1,ALPHONSE LAVERAN,0
134,1,ALPHONSE XIII,1
135,1,AMABLE AUDIN,0
136,1,AMELIE,45
137,1,AMPERE,0
138,1,AMPERE,12
139,1,ANATOLE DUCROS,15
140,1,ANATOLE FRANCE,0
141,1,ANDERS CELSIUS,0
142,1,ANDRE CRETAUX,35
143,1,ANDRE GERARDIN,0
144,1,ANDRE ISAIA,0
145,1,ANDRE JACQUEMIN,0
146,1,ANDRE LAFARGE,0
147,1,ANDRE MAGINOT,0
148,1,ANDRE MALRAUX,51
149,1,ANNA DE NOAILLES,10
150,1,ANNE FRANK,51
151,1,ANTOINE LOUVIER,0
152,1,ANTONIN ANTOUNE,0
153,1,ARGHALIER,0
154,1,ARISTIDE BELLANGER,0
155,1,ARISTIDE BRIAND,0
156,1,ARISTIDE BRIAND,1
157,1,ARISTIDE BRIAND,4
158,1,ARMAND DANEY,0
159,1,ARTHUR AUGER,0
160,1,ARTHUR CHRISTIANSEN,2
161,1,ARTHUR MULLOT,1
162,1,AUBER,0
163,1,AUGUSTE COTTA,12
164,1,AUGUSTE RENOIR,2
165,1,AUGUSTE RENOIR,51
166,1,AUGUSTE RODIN,2
167,1,AUGUSTE WISSEL,1
168,1,AUX HUILES,12
169,1,AVEDAM,0
170,1,BACHELET,0
171,1,BASSE DE LA VALLEE,0
172,1,BAUDIN,0
173,1,BAUYN DE PERREUSE,0
174,1,BAYARD,0
175,1,BEAUDOIN,12
176,1,BEAUFILS,0
177,1,BEAUREPAIRE,10
178,1,BECHEVELIN,0
179,1,BELLAVOINE,0
180,1,BENJAMIN MOLOISE,51
181,1,BENJAMIN PERRET,0
182,1,BENOIST,0
183,1,BENOIT ORIOL,0
184,1,BERANGER,0
185,1,BERTHE MORISOT,0
186,1,BERTIE ALBRECHT,0
187,1,BERTRAND MAUPOME,0
188,1,BERZELIUS,0
189,1,BIR HAKEIM,0
190,1,BIZET,0
191,1,BLAZY,0
192,1,BLEUE,0
193,1,BLIN,0
194,1,BOIS DE LA CAVE HAUTE,8
195,1,BONNE RENCONTRE,0
196,1,BONNIOT,15
197,1,BOUGLIONE,0
198,1,BOUZIER,12
199,1,BRIDAINE,0
200,1,BUEIL,35
201,1,BUFFON,0
202,1,CALIXTE CAMELLE,0
203,1,CALMELS,0
204,1,CAMILLE DESMOULINS,1
205,1,CAMILLE FLAMMARION,0
206,1,CAMILLE PELLETAN,0
207,1,CAMILLE SAINT SAENS,0
208,1,CAMILLE ST SAENS,2
209,1,CARDINAL SUHARD,0
210,1,CARMEN AMAYA,46
211,1,CARNOT,0
212,1,CARNOT,1
213,1,CARNOT,12
214,1,CARPEAUX,0
215,1,CASSETTE,0
216,1,CASSINI,35
217,1,CASTELNAU,0
218,1,CASTILHON,10
219,1,CASTILLON,0
220,1,CAZALIS,0
221,1,CESAR FRANCK,0
222,1,CHABERT,0
223,1,CHANEZ,45
224,1,CHANZY,0
225,1,CHAPTAL,43
226,1,CHARLES BAUDELAIRE,0
227,1,CHARLES BAUDELAIRE,51
228,1,CHARLES CHABERT,0
229,1,CHARLES CHEFSON,0
230,1,CHARLES DE GAULLE,1
231,1,CHARLES DE GAULLE,12
232,1,CHARLES DE GAULLE,13
233,1,CHARLES FLOQUET,0
234,1,CHARLES GOUNOD,0
235,1,CHARLES GOUNOD,15
236,1,CHARLES HUAULT,9
237,1,CHARLES KOECHLIN,0
238,1,CHARLES MICHELS,51
239,1,CHARLES PATHE,0
240,1,CHARRAS,0
241,1,CHARTROUSE,0
242,1,CHATEAU DE SALLES,8
243,1,CHATEAUBRIAND,1
244,1,CHAUVEAU LAGARDE,0
245,1,CIGALOUN,10
246,1,CLAUDE DEBUSSY,0
247,1,CLAUDE DEBUSSY,1
248,1,CLAUDE DEBUSSY,9
249,1,CLAUDE EXPILLY,1
250,1,CLAUDE MIVIERE,0
251,1,CLAUDE NOUGARO,0
252,1,CLEMENT ADER,1
253,1,CLEMENT ADER,2
254,1,CLEMENT MARICAL,0
255,1,CLEMENT MASSIER,10
256,1,COLBERT,0
257,1,COLETTE,2
258,1,CONDAMINE,8
259,1,CONDORCET,0
260,1,COUR DES TERRE NEUVAS,8
261,1,COURBE,0
262,1,COURCELLES RUE MADRID,18
263,1,COURTALON,0
264,1,COURTISANES,10
265,1,CROIX PAQUET,12
266,1,CULOISEL,10
267,1,CURIE,0
268,1,D ABONDANCE,1
269,1,D ALBION,1
270,1,D ALSACE,2
271,1,D ANJOU,2
272,1,D ANTIN,51
273,1,D AUVERGNE,0
274,1,D AUXOIS,12
275,1,D AXBRIDGE,0
276,1,D ERMONT,0
277,1,D ESSEX,2
278,1,D ESTIENNE D ORVES,0
279,1,D ILVESHEIM,1
280,1,D INGOUVILLE,25
281,1,D ISLE,0
282,1,D OBERNAI,2
283,1,D'ALLEMAGNE,12
284,1,D'ELISA,0
285,1,D'ORMESSON,2
286,1,DAGORNO,35
287,1,DALAYRAC,0
288,1,DANIELE CASANOVA,0
289,1,DANIELLE CASANOVA,18
290,1,DAUPHINE,0
291,1,DE BAGNEUX,0
292,1,DE BASMONT,0
293,1,DE BEARN,0
294,1,DE BELFORT,0
295,1,DE BELLE BEILLE,0
296,1,DE BELLEVILLE,15
297,1,DE BEUVRON,0
298,1,DE BEUZEVAL,0
299,1,DE BIEVRES,2
300,1,DE BOURDIEU,0
301,1,DE BOURGOGNE,0
302,1,DE BRAY,3
303,1,DE BRAZZA,0
304,1,DE BRETAGNE,0
305,1,DE BRETAGNE,1
306,1,DE BRUXELLES,0
307,1,DE CAMARGUE,10
308,1,DE CERDAGNE,0
309,1,DE CHANTELOUP,0
310,1,DE CHATEAUVIEUX,0
311,1,DE COEUILLY,0
312,1,DE COLMAR,0
313,1,DE COLOMBES,0
314,1,DE COPENHAGUE,0
315,1,DE CREIL,0
316,1,DE CRETEIL,15
317,1,DE DENTON,1
318,1,DE DIEPPE,3
319,1,DE DUNKERQUE,0
320,1,DE FETAN BERR,0
321,1,DE FEUCHEROLLES,0
322,1,DE FLANDRE,0
323,1,DE FLAVILLE,0
324,1,DE FONTENOY,0
325,1,DE FRANCE,31
326,1,DE FRANCHE COMTE,0
327,1,DE GEX,0
328,1,DE GLORIETTE,0
329,1,DE GOMETZ,0
330,1,DE GOURNAY,3
331,1,DE GRANDVAUX,5
332,1,DE GRENOBLE,0
333,1,DE GUICHE,0
334,1,DE GUINEFOLLE,0
335,1,DE HANOVRE,0
336,1,DE HANOVRE,12
337,1,DE JADE,2
338,1,DE JUSSIEU,0
339,1,DE L ABBE PATUREAU,0
340,1,DE L ABREUVOIR,0
341,1,DE L ABREUVOIR,5
342,1,DE L ALLIANCE,45
343,1,DE L ALMA,12
344,1,DE L AMANDIER,0
345,1,DE L ANCENSEMENT,5
346,1,DE L ANGILE,0
347,1,DE L ARBRISSEAU,0
348,1,DE L ARC DE TRIOMPHE,0
349,1,DE L ARDECHE,0
350,1,DE L ARRIVEE,0
351,1,DE L ASSEMBLEE NATIONALE,0
352,1,DE L AUBE,36
353,1,DE L EGALITE,0
354,1,DE L EGLISE,0
355,1,DE L EGLISE,12
356,1,DE L ENCHEVAL,0
357,1,DE L EPEE,0
358,1,DE L EPINETTE,0
359,1,DE L ESPERANCE,0
360,1,DE L EST,0
361,1,DE L ESTACADE,18
362,1,DE L ETANG,51
363,1,DE L EUROPE,1
364,1,DE L EUROPE,12
365,1,DE L HOPITAL,0
366,1,DE L HORLOGE,0
367,1,DE L HOTEL DE VILLE,0
368,1,DE L HOTEL DE VILLE,1
369,1,DE L HOTEL DES POSTES,0
370,1,DE L ILE,0
371,1,DE L ILE,1
372,1,DE L ILE D OR,0
373,1,DE L INDUSTRIE,0
374,1,DE L INFIRMERIE,5
375,1,DE L ISLE ADAM,0
376,1,DE L OREE DE LA VALLEE,0
377,1,DE L OSELIER,0
378,1,DE L'ANCIEN VELODROME,1
379,1,DE L'ECONOMAT,67
380,1,DE L'EIDER,0
381,1,DE L'EUROPE,1
382,1,DE L'ILE TABOR,2
383,1,DE LA BASSE MAR,12
384,1,DE LA BENJAMINE,0
385,1,DE LA BESSIA,5
386,1,DE LA BRASSERIE ST ROCH,0
387,1,DE LA BRIGANTINE,10
388,1,DE LA BROTONNE,25
389,1,DE LA BUTTE,1
390,1,DE LA CALYPSO,10
391,1,DE LA CARRIERASSE,0
392,1,DE LA CHAPELLE,1
393,1,DE LA CHAUDIERE,0
394,1,DE LA CHAUSSEE,0
395,1,DE LA CITADELLE,0
396,1,DE LA CITE,0
397,1,DE LA CLAIRIERE,2
398,1,DE LA CLOCHE D ARGENT,12
399,1,DE LA COMTESSE,1
400,1,DE LA COMTESSE DE PARIS,2
401,1,DE LA CONGREGATION,0
402,1,DE LA CROIX DU SUD,1
403,1,DE LA CROIX SAMSON,0
404,1,DE LA DAME BLANCHE,1
405,1,DE LA DAME DU LAC,0
406,1,DE LA DOUANE,15
407,1,DE LA DRAILLE,0
408,1,DE LA FARINE,0
409,1,DE LA FERME RICHEMONT,12
410,1,DE LA FERRONNERIE,0
411,1,DE LA FONTAINE ST MARTIN,0
412,1,DE LA FONTASSE,0
413,1,DE LA FORGE,0
414,1,DE LA FOSSE AUX BICHES,0
415,1,DE LA FRANGE,2
416,1,DE LA GARDELLE,0
417,1,DE LA GARE,0
418,1,DE LA GARONNE,1
419,1,DE LA GLACIERE,0
420,1,DE LA GRANDE COCAGNE,0
421,1,DE LA GRANDE SERPENTINE,28
422,1,DE LA GREVE,0
423,1,DE LA GRIVE,51
424,1,DE LA GUEDELAIS,18
425,1,DE LA GUILLERAIE,2
426,1,DE LA LANCETTE,35
427,1,DE LA LIBERATION,0
428,1,DE LA LIBERATION,1
429,1,DE LA LIBERATION,15
430,1,DE LA LIBERTE,12
431,1,DE LA LOGE,0
432,1,DE LA LOGE AUX BERGERS,0
433,1,DE LA LOUISIANE,0
434,1,DE LA LYRE,5
435,1,DE LA MAILLETTE,0
436,1,DE LA MAIRIE,12
437,1,DE LA MARNE MAL JOFFRE,0
438,1,DE LA MENDILLONNE,5
439,1,DE LA MESANGE BLEUE,0
440,1,DE LA MEUSE,2
441,1,DE LA MICRAUSE,5
442,1,DE LA NATION,12
443,1,DE LA NOISERAIE,2
444,1,DE LA PAIX,0
445,1,DE LA PAIX,12
446,1,DE LA PECHERIE,0
447,1,DE LA PELOUSE,1
448,1,DE LA PEPINIERE,2
449,1,DE LA PETITE COLLINE,0
450,1,DE LA PETRE,1
451,1,DE LA PITIE,0
452,1,DE LA PLAGE,15
453,1,DE LA PLATRERIE,0
454,1,DE LA POIN DU HOC,12
455,1,DE LA POIRE,2
456,1,DE LA POISSONNERIE,0
457,1,DE LA PORTE,0
458,1,DE LA POSTE,0
459,1,DE LA POTERIE,0
460,1,DE LA PRAHOVA,49
461,1,DE LA REDOUTE,1
462,1,DE LA REPUBLIQUE,0
463,1,DE LA REPUBLIQUE,12
464,1,DE LA REPUBLIQUE,15
465,1,DE LA ROCHE,0
466,1,DE LA ROTONDE,12
467,1,DE LA SABLIERE,0
468,1,DE LA SALLE,0
469,1,DE LA SOEUR THEOPHANE,0
470,1,DE LA SOURCE,22
471,1,DE LA STATION,0
472,1,DE LA SURCHETTE,0
473,1,DE LA TANNERIE,0
474,1,DE LA TERRASSE,45
475,1,DE LA THIERACHE,0
476,1,DE LA TOUCHE,0
477,1,DE LA TOUR,0
478,1,DE LA TOUR,12
479,1,DE LA TOUR GRISE,0
480,1,DE LA TRAMONTANE,5
481,1,DE LA TREILLE,10
482,1,DE LA TRINITE,35
483,1,DE LAMBALLE,0
484,1,DE LAXOU,0
485,1,DE LILLE,0
486,1,DE LINIERES,0
487,1,DE LORRAINE,0
488,1,DE LORRAINE,12
489,1,DE MAGELLAN,0
490,1,DE MAIRIEUX,0
491,1,DE MARCOUSSIS,3
492,1,DE MEAUX,0
493,1,DE MOISAN,1
494,1,DE MONTBRET,0
495,1,DE MONTFORT,2
496,1,DE MONTIGNY,5
497,1,DE MONTORCIER,0
498,1,DE MONTREUIL,0
499,1,DE MORAINVILLIERS,0
500,1,DE MORLAIX,0
501,1,DE MUSSET,0
502,1,DE NARVIK,0
503,1,DE NAVES,3
504,1,DE NESLES,0
505,1,DE NESLES,15
506,1,DE NEUILLY,0
507,1,DE NOAILLES,53
508,1,DE NORMANDIE,0
509,1,DE NORMANDIE,2
510,1,DE NOYON,0
511,1,DE NOZAY,0
512,1,DE ORESTIS,0
513,1,DE PANAMA,0
514,1,DE PETERHOF,1
515,1,DE POISSARD,3
516,1,DE PORCHEFONTAINE,1
517,1,DE PORT ROYAL,0
518,1,DE PORTACOMARO,1
519,1,DE POYUSAN,15
520,1,DE PRESSENSE,0
521,1,DE PROVENCE,0
522,1,DE PROVENCE,51
523,1,DE QUATREFAGES,0
524,1,DE RABAN,3
525,1,DE REMIGNY,0
526,1,DE RIGAUDIN,0
527,1,DE RIQUIER,15
528,1,DE ROCHEFORT,0
529,1,DE ROCQUENCOURT,1
530,1,DE ROME,0
531,1,DE SAINT JOUAN,0
532,1,DE SAINT MAURICE,0
533,1,DE SAVERNE,2
534,1,DE SAVOIE,0
535,1,DE SOGNOLLES,3
536,1,DE ST TRIVIER,3
537,1,DE ST VRAIN,3
538,1,DE STOCKHOLM,0
539,1,DE STRASBOURG,0
540,1,DE TAVERNY A BETHEMONT,5
541,1,DE TEXUE,0
542,1,DE TOURVILLE,0
543,1,DE TRETAIGNE,0
544,1,DE VALDONNE,1
545,1,DE VALENTON,0
546,1,DE VALMY,1
547,1,DE VALOMBRE,2
548,1,DE VERDUN,0
549,1,DE VERDUN,1
550,1,DE VERSAILLES,3
551,1,DEFRESNE BAST,0
552,1,DELEAU,0
553,1,DELERUE,0
554,1,DENAIN,0
555,1,DENIS PAPIN,0
556,1,DES AIRES,22
557,1,DES ALCHEMILLES,2
558,1,DES ALIZES,0
559,1,DES ANGES,22
560,1,DES ANGLAIS,1
561,1,DES ANGLAIS,10
562,1,DES ASTERS,0
563,1,DES AUBEPINES,12
564,1,DES AZALEES,0
565,1,DES AZALEES,2
566,1,DES BALCONS FLEURIS,0
567,1,DES BATTUES,2
568,1,DES BERGES,2
569,1,DES BOUGAINVILLIERS,45
570,1,DES BOURGOGNES,3
571,1,DES BRUMES LACTEES,0
572,1,DES BRUYERES,2
573,1,DES BUISSONS,1
574,1,DES CADENEDES,5
575,1,DES CALLUNES,2
576,1,DES CAMOINS,3
577,1,DES CAMPANULES,0
578,1,DES CAMPEURS,0
579,1,DES CAPUCINES,0
580,1,DES CARDINAUX DE ROHAN,0
581,1,DES CARRIERES,0
582,1,DES CASCADES,1
583,1,DES CAUSSES,2
584,1,DES CEDRES,0
585,1,DES CEDRES,2
586,1,DES CELESTINS,0
587,1,DES CENDRES,0
588,1,DES CEPAGES,0
589,1,DES CHAMPS LASNIERS,1
590,1,DES CHAMPS NAVES,10
591,1,DES CHANDELLES,0
592,1,DES CHAPELIERS,0
593,1,DES CHARBONNIERS,12
594,1,DES CHARMETTES,1
595,1,DES CHATAIGNIERS,2
596,1,DES CHAUFFAUX,10
597,1,DES CHENES,2
598,1,DES CLOS RIBAUDS,0
599,1,DES CLOSEAUX,0
600,1,DES COLONNES,51
601,1,DES CONVIVIALES,2
602,1,DES COQUELICOTS,0
603,1,DES CORDELIERS,20
604,1,DES CORDONNIERS,0
605,1,DES CORSAIRES,1
606,1,DES COTES DE VANNES,0
607,1,DES DAMES DE ST MAUR,1
608,1,DES DEGRES,11
609,1,DES DEUX GARES,0
610,1,DES DOUANIERS,61
611,1,DES DUNES,5
612,1,DES ECOLES,0
613,1,DES ECOUFFES,0
614,1,DES ECOUVILLIERS,51
615,1,DES ECRIVAINS,51
616,1,DES EFFES,2
617,1,DES ENTREPOTS,0
618,1,DES ESSARTS,0
619,1,DES FERMES,0
620,1,DES FETES,0
621,1,DES FFI,12
622,1,DES FONDS HUGUENOTS,0
623,1,DES FOUGERES,0
624,1,DES FRAISIERS,10
625,1,DES FRERES LUMIERE,0
626,1,DES FRERES OLIVIER,1
627,1,DES GALERES,1
628,1,DES GENETS,51
629,1,DES GERANIUMS,14
630,1,DES GNOMES,2
631,1,DES GOBELINS,0
632,1,DES GRANDES PIECES,0
633,1,DES GRANDS JARDINS MAROUE,0
634,1,DES GRAVIERS,0
635,1,DES GRES,12
636,1,DES GRIMOINS,0
637,1,DES GROUAISONS,0
638,1,DES HALLES,0
639,1,DES HERMIERES,35
640,1,DES HERMIERES,5
641,1,DES HETRES,0
642,1,DES HIRONDELLES,0
643,1,DES IFS,2
644,1,DES INNOCENTS,0
645,1,DES JARDINS,0
646,1,DES JOUTES,24
647,1,DES LANDES,1
648,1,DES LICES,0
649,1,DES MACONS,0
650,1,DES MARADAS BRUNS,0
651,1,DES MARAICHERS,2
652,1,DES MARCHANDS,24
653,1,DES MARTYRS,12
654,1,DES MATELOTS,1
655,1,DES MAUVES,0
656,1,DES MERLES,0
657,1,DES MEUNIERS,0
658,1,DES MIRABELLES,0
659,1,DES MOINEAUX,2
660,1,DES MONGES,0
661,1,DES MORILLONS,0
662,1,DES MOUETTES,5
663,1,DES MOULINS,11
664,1,DES MOUSQUETAIRES,0
665,1,DES MUREX,0
666,1,DES MURIERS,2
667,1,DES MYOSOTIS,0
668,1,DES NAVETTES,0
669,1,DES NEUFLIERS,11
670,1,DES NOYERS,0
671,1,DES OLIVIERS,2
672,1,DES ONDES,2
673,1,DES ONDINS,2
674,1,DES ORANGERS BT O,2
675,1,DES ORPHELINES,0
676,1,DES PALMIERS,10
677,1,DES PASSEMENTIERS,12
678,1,DES PAULOWNIAS,51
679,1,DES PAYS DE MONTS,1
680,1,DES PECHEURS  (PLAGE),0
681,1,DES PEPINIERES,12
682,1,DES PERDRIX,10
683,1,DES PETITES ROCHES,2
684,1,DES PIRETINS,9
685,1,DES PLATANES,2
686,1,DES POILUS,0
687,1,DES POIRIERS,0
688,1,DES PRISES DE GIRAUD,5
689,1,DES PUISEURS,0
690,1,DES PYRAMIDES,2
691,1,DES RALLUERES,2
692,1,DES RONDONNEAUX,0
693,1,DES ROSES,0
694,1,DES ROSIERS,0
695,1,DES ROSSIGNOLS,5
696,1,DES SABLONS,51
697,1,DES SOLITAIRES,1
698,1,DES SOUPIRS,0
699,1,DES SOURCES,2
700,1,DES SYCOMORES,2
701,1,DES TILLEULS,12
702,1,DES TISSERANDS,0
703,1,DES TRITONS,0
704,1,DES TROENES,2
705,1,DES TROIS CLEFS,0
706,1,DES TUILERIES,0
707,1,DES TUILOTS,0
708,1,DES URSULINES,0
709,1,DES VERGERS,0
710,1,DES VERNES,12
711,1,DES VICTOIRES,12
712,1,DES VIGNOBLES,0
713,1,DES VOILIERS,0
714,1,DES VOIRONS,0
715,1,DESCARTES,1
716,1,DESNOUETTES,0
717,1,DIABLOTS,1
718,1,DIDEROT,0
719,1,DIDIER DAURAT,0
720,1,DIEU LUMIERE,15
721,1,DJANGO REINHARDT,0
722,1,DOCTEUR AUGROS,0
723,1,DOCTEUR CALMETTE,0
724,1,DOCTEUR LOUIS TIXIER,0
725,1,DOCTEUR MAZET,0
726,1,DOCTEUR RENE DUBOIS,15
727,1,DOCTEUR THOMAS,0
728,1,DU 11 NOVEMBRE,0
729,1,DU 8 MAI 1945,0
730,1,DU BARNIER,0
731,1,DU BARON ROUILLARD DE BEAU,1
732,1,DU BEL AIR,0
733,1,DU BELVEDERE,10
734,1,DU BIJOU,1
735,1,DU BOICHOT,0
736,1,DU BOIS,0
737,1,DU BOIS DU BRAY,0
738,1,DU BORDEAU,2
739,1,DU BOS,0
740,1,DU BRIGADIER VOITURET,0
741,1,DU BRIQUETIER,2
742,1,DU CACHALOT,10
743,1,DU CAMP,0
744,1,DU CANAL,0
745,1,DU CANOTAGE,0
746,1,DU CAPRICE,12
747,1,DU CAREX,12
748,1,DU CHALET,0
749,1,DU CHAMP DE LA ROUSSE,51
750,1,DU CHANOINE ZELLER,0
751,1,DU CHARMANT SOM,0
752,1,DU CHATEAU,1
753,1,DU CHATEAU DE LIVRON,2
754,1,DU CHATEAU DE VAUX,0
755,1,DU CHEF ST JEAN,0
756,1,DU CHEMIN DE FER,0
757,1,DU CHEMIN DE PRESLES,1
758,1,DU CHEMIN NEUF,0
759,1,DU CHEMIN VERT,0
760,1,DU CHEVALIER D ALFONSE,1
761,1,DU CLOS CAMUS,0
762,1,DU CLOS DE LA BRUNNE,0
763,1,DU CLOS DES VIGNES,0
764,1,DU CLOS FEUQUIERES,0
765,1,DU CLOS TONNERRE,2
766,1,DU CLOTEAU BAS,0
767,1,DU COIN,3
768,1,DU COLONEL FABIEN,0
769,1,DU COMMERCE,0
770,1,DU COMMERCE,12
771,1,DU CORSAIRE,0
772,1,DU COTEAU,0
773,1,DU COUCHANT,15
774,1,DU COUESNON,0
775,1,DU COURTIOU,0
776,1,DU DAUPHINE,45
777,1,DU DOC CALMETTE,0
778,1,DU DOC LANNELONGUE,1
779,1,DU DOCTEUR LAENNEC,0
780,1,DU DOCTEUR MAESTRACCI MFT,0
781,1,DU DOCTEUR PAUL GACHE,1
782,1,DU DOCTEUR PEYROT,0
783,1,DU DOCTEUR ROCAZ,0
784,1,DU DOCTEUR ROCHEFORT,0
785,1,DU DOCTEUR SCHMITT,0
786,1,DU DRAPEAU,1
787,1,DU FAUBOURG GUILLAUME,0
788,1,DU FOIN,0
789,1,DU FORT,0
790,1,DU FOUR,0
791,1,DU GD RABIN JOSEPH COHEN,0
792,1,DU GEN DE GAULLE,1
793,1,DU GENERAL DE WET,0
794,1,DU GENERAL DEBENEY,0
795,1,DU GENERAL LECLERC,1
796,1,DU GRAND LARGE,0
797,1,DU GRILLON,5
798,1,DU GROS CHENE,0
799,1,DU GUE MORIN,0
800,1,DU HAUT D AULNY,0
801,1,DU JADE,0
802,1,DU JARDIN BOTANIQUE,0
803,1,DU JARDIN DE L ARC,0
804,1,DU JARDIN DES HORTENSIAS,0
805,1,DU JEU DE PAUME,0
806,1,DU JONQUIER,0
807,1,DU JOULY,5
808,1,DU JURANCON,51
809,1,DU LAC DU BOREON,22
810,1,DU LANGUEDOC,0
811,1,DU LAVOIR,0
812,1,DU LYONNAIS,51
813,1,DU MAIL DE BROC (RD245),24
814,1,DU MAL DELATTREDETASSIGNY,0
815,1,DU MAL JUIN,0
816,1,DU MANOIR,0
817,1,DU MARCHE,11
818,1,DU MARCREUX,5
819,1,DU MARECHAL JUIN,1
820,1,DU MIDI,43
821,1,DU MONT DE FOURCHE,3
822,1,DU MOULIN,0
823,1,DU MOULIN BRISE ECHALAS,53
824,1,DU MOULIN DE PIERRE,0
825,1,DU MUSCADET,12
826,1,DU ONZE NOVEMBRE 1918,0
827,1,DU PAPIER COUCHE,0
828,1,DU PARC,0
829,1,DU PARC,1
830,1,DU PARC,2
831,1,DU PARC LUCIE LAVEZZI,18
832,1,DU PARC LUCIE LE MURANO,18
833,1,DU PARC MENCHY,2
834,1,DU PAS D EN FLOUS,10
835,1,DU PAVE,10
836,1,DU PAVE DE GRIGNON,0
837,1,DU PETIT BE,0
838,1,DU PETIT BERNARD,0
839,1,DU PETIT BOIS,0
840,1,DU PETIT PONT,12
841,1,DU PETIT SALUT,0
842,1,DU PFR CALMETTE,0
843,1,DU PHARE,0
844,1,DU PICCOLO,51
845,1,DU PLAT,0
846,1,DU PLESSIS BOUCHARD,0
847,1,DU POHER,0
848,1,DU POIDS PUBLIC,35
849,1,DU POIRIER FOURCHU,0
850,1,DU POITOU,2
851,1,DU PONT,0
852,1,DU PONT DE LA SOIE,0
